,Title,Company,Rating,Location,Salary,Post_date,Extract_date,Job_url
106,Data Scientist,Box,5.0,"['Redwood City, CA']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=ec84c57618361df2&fccid=3b768bad00fab6a6&vjs=3
107,Senior Data Scientist,Quartet Health,2.3,['New York State•Remote'],,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=688fdd31af42db3b&fccid=cbfe4b98d5d8dd69&vjs=3
108,Senior Data Scientist,Quartet Health,2.3,['New York State•Remote'],,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=688fdd31af42db3b&fccid=cbfe4b98d5d8dd69&vjs=3
109,Data Scientist,Amazon.com Services LLC,3.5,"['Sunnyvale, CA']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=1713775f6eb18f28&fccid=fe2d21eef233e94a&vjs=3
110,Senior Data Scientist,Cervello Inc,,"['Boston, MA 02210 (South Boston area)']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=5bd2d4162452836a&fccid=b11b139fe72c1f23&vjs=3
111,Data Scientist,FirstEnergy Corp,3.5,"['Akron, OH 44320 (West Akron area)']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=df4bea39cae484d0&fccid=62574ebc55ba181d&vjs=3
112,Data Scientist,Change Healthcare,3.0,"['Nashville, TN 37214•Remote']",,Today,2021-09-18,https://www.indeed.com/rc/clk?jk=7bd3121c2794fb60&fccid=b1bd9b34a39d5dcd&vjs=3
113,"Data Scientist, Lending",LendingClub,3.6,"['San Francisco, CA']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=9240f33572699af4&fccid=5857baa4ae63d4ab&vjs=3
114,Data Scientist,Uplight,4.5,"['Boulder, CO 80301+1 location']","$95,000 - $107,000 a year",5 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=f18eab3f820242f9&fccid=76670ee1307f6d9c&vjs=3
115,Lead Data Scientist,Electra Vehicles,,"['Boston, MA•Remote']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=7767f486383f5b54&fccid=1da22b2797e87826&vjs=3
116,Data Scientist,HP,4.0,"['Palo Alto, CA 94304']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=8d56fa17a4733fcd&fccid=1b866506aec22461&vjs=3
117,Data Scientist,U.S. Bank,3.6,"['Minneapolis, MN']",,Today,2021-09-18,https://www.indeed.com/rc/clk?jk=b130e4c5a7d16904&fccid=ae5bfc395c530fbc&vjs=3
118,"Senior Data Scientist, Machine Learning (International)",Yummly,,"['San Carlos, CA 94070']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=71e085f5fe25eca0&fccid=5c70ba888d8ca883&vjs=3
119,"Data Scientist, Biomedical Imaging",Oak Ridge National Laboratory,4.3,"['Oak Ridge, TN 37831']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=53a63ca468ccdad7&fccid=64e028df9b3fd2c4&vjs=3
120,Data Scientist,Negotiatus,4.1,"['New York, NY 10018 (Garment District area)']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=f41f49e06be349e4&fccid=e36a7c87e88f8243&vjs=3
121,"Data Scientist, Biomedical Imaging",Oak Ridge National Laboratory,4.3,"['Oak Ridge, TN 37831']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=53a63ca468ccdad7&fccid=64e028df9b3fd2c4&vjs=3
122,Data Scientist,Negotiatus,4.1,"['New York, NY 10018 (Garment District area)']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=f41f49e06be349e4&fccid=e36a7c87e88f8243&vjs=3
123,Data Scientist,Advanced Nutrients,2.3,"['West Hollywood, CA 90069']",,Today,2021-09-18,https://www.indeed.com/company/Advanced-Nutrients/jobs/Data-Scientist-ed52b542e622dd7e?fccid=0c216649c5e8e9dc&vjs=3
124,Data Scientist,Ascension,3.7,"['Detroit, MI 48236']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=79a246d66f4c3497&fccid=ae24f29d22570194&vjs=3
125,Data Scientist,Biz2Credit Inc,3.2,"['New York, NY 10119 (Chelsea area)']",,Today,2021-09-18,https://www.indeed.com/rc/clk?jk=23aec71a093fb6df&fccid=e571ceda55e25d27&vjs=3
126,Senior Data Scientist,DIRECTV,3.7,"['New York, NY']",,6 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=d28e28f1c3144759&fccid=4163ab3516afff56&vjs=3
127,Data Scientist - Medicare,Peraton,3.3,"['Chantilly, VA•Remote']","Up to $171,288 a year",3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=e316d092715072e6&fccid=7dc8be9efe945d3a&vjs=3
128,Data Scientist,Bunge,4.1,"['Chesterfield, MO 63017']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=b56a03f3e87cc92f&fccid=894ee0a88fc215e2&vjs=3
129,Data Scientist - Policy Analytics,NYC TAXI & LIMOUSINE COMMISSION,3.2,"['Manhattan, NY']","$75,504 - $94,761 a year",4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=fc225895e6de1698&fccid=9e294da1c96d6b23&vjs=3
130,Data Scientist (Bioinformatics),"Exagen, Inc.",3.1,"['Vista, CA 92081']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=0384ada2c6845661&fccid=eba0d046fae78963&vjs=3
131,"Data Scientist / Analyst, Junior - FAA",Cobec Consulting,4.6,"['Washington, DC 20036 (Downtown area)•Temporarily Remote']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=61885a8d4d4f75be&fccid=86c44a83b4021f5c&vjs=3
132,Data Scientist,ViacomCBS Networks International,3.9,"['New York, NY 10036 (Midtown area)']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=f527e581f8d28946&fccid=30cb52ad6dd37131&vjs=3
133,"Data Scientist, Go To Market",Notion,,"['San Francisco, CA 94110 (Mission area)']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=70eb9a2806a966a2&fccid=7095ffd299c81ef3&vjs=3
134,Jr. Data Scientist (Remote USA),Fidelis Cybersecurity,2.9,"['Bethesda, MD 20814 (Bethesda Center area)•Remote']",,7 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=c011577453368dbd&fccid=533b9a4a37e0f30b&vjs=3
135,"Data Scientist, University Graduate - 2022 Start",TikTok,3.5,"['Mountain View, CA 94041 (Old Mountain View area)+1 location']",,Today,2021-09-18,https://www.indeed.com/rc/clk?jk=ca61a5cc314b8619&fccid=caed318a9335aac0&vjs=3
136,Data Scientist,Anthem,3.7,"['Chicago, IL 60601 (Loop area)+1 location']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=1f9372c6eca7ce45&fccid=2a4da7fa99f4b9ae&vjs=3
137,Data Scientist,Analytica,3.6,"['Washington, DC 20001 (Shaw area)']",,3 days ago,2021-09-18,https://www.indeed.com/company/Analytica/jobs/Data-Scientist-9f9c3a48bc954a5e?fccid=148f97e0073dfbbd&vjs=3
138,"Senior Data Scientist, Power & Utilities",Cognite AS,,"['Austin, TX+3 locations']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=a15dec73386ad5ee&fccid=a1b2d437bfbd88e9&vjs=3
139,"Senior Data Scientist, ESG Innovation and Analytics",S&P Global,3.9,"['Boston, MA 02110 (Central area)+1 location']","$82,600 - $230,200 a year",1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=bd872318b04798dd&fccid=b716e44d2c6283e7&vjs=3
140,Data Scientist (Flash),Western Digital,3.8,"['Milpitas, CA 95035']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=542b7322c468a81c&fccid=b11a318411580b5b&vjs=3
141,BHJOB15656_16664 - Data Scientist,Myticas Consulting,,['Illinois'],,Today,2021-09-18,https://www.indeed.com/rc/clk?jk=64f98fa10ff113b7&fccid=0f0c4eace106057a&vjs=3
142,Data Scientist,University of Florida,4.2,"['Gainesville, FL 32611']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=d3f3babfa32b8a3b&fccid=c0f8fe90d3cd91fa&vjs=3
143,Data Scientist,AbleTo,3.8,['New York State•Remote'],,Today,2021-09-18,https://www.indeed.com/rc/clk?jk=ae85975959a15ba7&fccid=954e57501f6bca1f&vjs=3
144,Data Scientist,Possible Finance,4.9,['Remote'],,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=b31b554d5310bf6f&fccid=87dec812e99a0222&vjs=3
145,"Senior Data Scientist, Power & Utilities",Cognite AS,,"['Austin, TX+2 locations']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=a15dec73386ad5ee&fccid=a1b2d437bfbd88e9&vjs=3
146,"Senior Data Scientist, ESG Innovation and Analytics",S&P Global,3.9,"['Boston, MA 02110 (Central area)+1 location']","$82,600 - $230,200 a year",1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=bd872318b04798dd&fccid=b716e44d2c6283e7&vjs=3
147,Data Scientist (Flash),Western Digital,3.8,"['Milpitas, CA 95035']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=542b7322c468a81c&fccid=b11a318411580b5b&vjs=3
148,BHJOB15656_16664 - Data Scientist,Myticas Consulting,,['Illinois'],,Today,2021-09-18,https://www.indeed.com/rc/clk?jk=64f98fa10ff113b7&fccid=0f0c4eace106057a&vjs=3
149,Data Scientist,University of Florida,4.2,"['Gainesville, FL 32611']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=d3f3babfa32b8a3b&fccid=c0f8fe90d3cd91fa&vjs=3
150,Data Scientist,AbleTo,3.8,['New York State•Remote'],,Today,2021-09-18,https://www.indeed.com/rc/clk?jk=ae85975959a15ba7&fccid=954e57501f6bca1f&vjs=3
151,Data Scientist,Possible Finance,4.9,['Remote'],,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=b31b554d5310bf6f&fccid=87dec812e99a0222&vjs=3
152,Data Scientist,Jefferson Lab,4.2,"['Newport News, VA 23606']","$58,300 - $87,500 a year",3 days ago,2021-09-18,https://www.indeed.com/company/Jefferson-Lab/jobs/Data-Scientist-431686133b1d04e8?fccid=46686fcbfe0e753d&vjs=3
153,Associate Data Scientist,Quantifind,,"['Palo Alto, CA•Remote']",,4 days ago,2021-09-18,https://www.indeed.com/company/Quantifind/jobs/Associate-Data-Scientist-5bb7f62d1a34888f?fccid=d0977671a0c62269&vjs=3
154,Big Data Scientist,Stackhouse Resources,,"['Greenville, SC 29607']",,5 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=a1613a70c5c4bcef&fccid=8dff052287420cde&vjs=3
155,Health Scientist (Data Scientist),Centers for Disease Control and Prevention,4.2,"['Washington, DC']","$97,078 - $134,798 a year",1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=c4efdd7cd693b7f6&fccid=3e901f592b439cea&vjs=3
156,Data Scientist,Candid.,,"['New York, NY 10005 (Financial District area)•Temporarily Remote']",,4 days ago,2021-09-18,https://www.indeed.com/company/Candid./jobs/Data-Scientist-ab6078f0500f7adf?fccid=a5bcfb9205a5256f&vjs=3
157,Data Scientist,Activision,3.8,"['Santa Monica, CA']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=75336f15817445bc&fccid=71147e0539a0a1b7&vjs=3
158,Data Science Resident,OpenTeams,,"['Austin, TX•Remote']",,Today,2021-09-18,https://www.indeed.com/rc/clk?jk=d3b5e5eff18cf9bc&fccid=0e0c25470a5b6d46&vjs=3
159,Data Scientist,Montana State University,4.1,"['Bozeman, MT']",$22.99 - $25.86 an hour,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=da219aef57c5e638&fccid=2d17a4df6e9b046f&vjs=3
160,Data Scientist,First PREMIER Bank and PREMIER Bankcard,4.0,"['Sioux Falls, SD 57107']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=ce9a348069f9c7bf&fccid=01e0149237b5392b&vjs=3
161,Staff Data Scientist,Attunely,,"['Seattle, WA 98101 (Denny Triangle area)•Remote']","$180,000 a year",4 days ago,2021-09-18,https://www.indeed.com/company/Attunely/jobs/Staff-Data-Scientist-5b65d0b4bd70684a?fccid=c112893bce617957&vjs=3
162,Data Scientist,Houston Methodist,4.2,"['Houston, TX']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=cdf026f88f69d438&fccid=1fc7fdf0baeeb13b&vjs=3
163,Sr. Data Scientist,"Mercury Insurance Services, LLC",3.6,"['Los Angeles, CA']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=3cc1c13dc1e2766a&fccid=12d79f18bd0c9aba&vjs=3
164,Data Scientist,"Medallia, Inc.",4.1,['Remote'],,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=5047f0e9e0911a14&fccid=da1c713f8d71846e&vjs=3
165,"Senior Clinical Data Scientist, Value Based Care",Teladoc Health,3.1,['Texas+4 locations•Remote'],,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=c559ce66111a8e70&fccid=88f5d9a70576ec2a&vjs=3
166,Sr Data Scientist,Coyote Logistics,3.5,"['Chicago, IL 60647 (Avondale area)']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=1c4f79fbd611ed70&fccid=a74a0fbbfa36acbd&vjs=3
167,Data Scientist (Brain-Computer Interface Team),AE Studio,,['California•Remote'],,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=4af1c0eff88cf3c6&fccid=f9b8df121bbb1556&vjs=3
168,Senior Data Scientist,Lowe's,3.5,"['Charlotte, NC 28202 (Downtown Charlotte area)+1 location']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=7f15b6a7641b7b33&fccid=402f23c7b01ca527&vjs=3
169,Junior Data Scientist,Healthcare Bluebook,4.7,['Remote'],,1 day ago,2021-09-18,https://www.indeed.com/company/Healthcare-Bluebook/jobs/Junior-Data-Scientist-4fb3b4f553aedc3a?fccid=39e81cb1d2239963&vjs=3
170,Big Data Scientist,Stackhouse Resources,,"['Greenville, SC 29607']",,5 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=a1613a70c5c4bcef&fccid=8dff052287420cde&vjs=3
171,"Data Scientist, Predictive Modeling",Indigo,4.0,['Massachusetts+3 locations•Remote'],,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=c85d1803bb01370c&fccid=27b70883756a2db2&vjs=3
172,Data Scientist,Carpenter Technology,2.9,"['Philadelphia, PA 19103 (Logan Square area)']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=dd43769dcf60f55a&fccid=3369b880aec4a867&vjs=3
173,"Associate, Operations Research Data Scientist",KPMG,3.9,"['Los Angeles, CA 90071 (Downtown area)+72 locations']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=c0081e0250e79c35&fccid=2dd390c3a48a7ed0&vjs=3
174,Sr. Data Scientist,"Mercury Insurance Services, LLC",3.6,"['Los Angeles, CA']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=3cc1c13dc1e2766a&fccid=12d79f18bd0c9aba&vjs=3
175,data scientist,Akamai,4.1,"['Cambridge, MA 02142 (East Cambridge area)']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=9c14e4763c8ade13&fccid=9c094dedde5fb497&vjs=3
176,Data Scientist,Digitas,3.8,"['New York, NY 10104 (Midtown area)']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=1fee156b47ff4173&fccid=274e15dee00b5237&vjs=3
177,Data Scientist,iboss,2.8,"['Austin, TX+2 locations']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=6a0d5e2bd76f2df4&fccid=fb64df2c5ea4a9ff&vjs=3
178,Data Scientist,Southern Glazer’s Wine and Spirits,3.6,"['Dallas, TX']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=8e2a2a14ea7d84fc&fccid=52a28443b9a60e8d&vjs=3
179,Data Scientist,Southern Glazer’s Wine and Spirits,3.6,"['Dallas, TX']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=8e2a2a14ea7d84fc&fccid=52a28443b9a60e8d&vjs=3
180,Data Scientist,Asurion,3.4,"['Nashville, TN 37202']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=818b819202aae7a3&fccid=565792134b40dcb5&vjs=3
181,"Senior Clinical Data Scientist, Value Based Care",Teladoc Health,3.1,['Texas+4 locations•Remote'],,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=c559ce66111a8e70&fccid=88f5d9a70576ec2a&vjs=3
182,Senior Data Scientist,Cart.com,,"['Los Angeles, CA•Remote']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=f5ebbe2136251050&fccid=bcadc9858872565c&vjs=3
183,PSAT - Staff Data Scientist,Proofpoint,3.7,"['Pittsburgh, PA 15260 (Squirrel Hill North area)']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=5d53c06b4dbbdc21&fccid=69c7d55b78dc7424&vjs=3
184,Wholesale Payment Analytics - Data Scientist Associate Sr.,"JPMorgan Chase Bank, N.A.",3.9,"['New York, NY+9 locations']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=0bef2220480f5790&fccid=aaf3b433897ea465&vjs=3
185,Data Scientist,Schlumberger,4.0,"['Sugar Land, TX+1 location']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=19dd90edd4c3ef65&fccid=1a6c05c38b3b5549&vjs=3
186,Lead Data Scientist,COOP by Ryder,,['Remote'],"$100,000 - $180,000 a year",1 day ago,2021-09-18,https://www.indeed.com/company/COOP-by-Ryder/jobs/Lead-Data-Scientist-9b995349c421251f?fccid=5c22e31824d6bbef&vjs=3
187,Senior-Data Scientist,AT&T,3.7,"['Bedminster, NJ+5 locations']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=a79cded975aa07a9&fccid=25b5166547bbf543&vjs=3
188,Data Science Engineer - EMX,people*strata,,"['New York, NY 10007 (Financial District area)']",,Active 3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=e852f58d0e451c8b&fccid=f6b23ec0ba935ab8&vjs=3
189,Data Scientist (Remote),The Hartford,3.6,"['Hartford, CT•Remote']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=6ee10a97b11d8f12&fccid=25d3835187829237&vjs=3
190,Wholesale Payment Analytics - Data Scientist Associate Sr.,"JPMorgan Chase Bank, N.A.",3.9,"['New York, NY']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=0bef2220480f5790&fccid=aaf3b433897ea465&vjs=3
191,Data Scientist,Schlumberger,4.0,"['Sugar Land, TX']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=19dd90edd4c3ef65&fccid=1a6c05c38b3b5549&vjs=3
192,Lead Data Scientist,COOP by Ryder,,['Remote'],"$100,000 - $180,000 a year",1 day ago,2021-09-18,https://www.indeed.com/company/COOP-by-Ryder/jobs/Lead-Data-Scientist-9b995349c421251f?fccid=5c22e31824d6bbef&vjs=3
193,Senior-Data Scientist,AT&T,3.7,"['Bedminster, NJ+5 locations']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=a79cded975aa07a9&fccid=25b5166547bbf543&vjs=3
194,Data Science Engineer - EMX,people*strata,,"['New York, NY 10007 (Financial District area)']",,Active 3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=e852f58d0e451c8b&fccid=f6b23ec0ba935ab8&vjs=3
195,Data Scientist (Remote),The Hartford,3.6,"['Hartford, CT•Remote']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=6ee10a97b11d8f12&fccid=25d3835187829237&vjs=3
196,Data Science Resident,OpenTeams,,"['Austin, TX•Remote']",,Today,2021-09-18,https://www.indeed.com/rc/clk?jk=d3b5e5eff18cf9bc&fccid=0e0c25470a5b6d46&vjs=3
197,Data Scientist,HG Insights,,['Arizona•Remote'],,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=5207039012d89e21&fccid=1cbbd609cafc0778&vjs=3
198,Data Scientist/Data Engineer - Connected Vehicle,"Stefanini, Inc",3.8,['Michigan'],"$115,000 - $120,000 a year",2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=2515ff8cf5d85974&fccid=7e646b8cb4a11b13&vjs=3
199,Staff Imaging and Data Scientist,"Alphatec Spine, Inc.",3.3,"['Carlsbad, CA 92008']",,2 days ago,2021-09-18,"https://www.indeed.com/company/Alphatec-Spine,-Inc./jobs/Staff-Imaging-Data-Scientist-48fa35b3ec46e28a?fccid=63203a4945c409fc&vjs=3"
200,Director of Data Science,INISGHT2PROFIT,,"['Dublin, OH 43017']",,Today,2021-09-18,https://www.indeed.com/rc/clk?jk=bddf6581473704f0&fccid=8b8065a340e78bbd&vjs=3
201,"Data Scientist, Product Analytics – Facebook Ecosystems",Facebook,4.1,['Remote'],,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=eb0177904abb2363&fccid=1639254ea84748b5&vjs=3
202,Senior Data Scientist,Saama Technologies Inc,,"['Bridgewater, NJ 08807']",,3 days ago,2021-09-18,https://www.indeed.com/company/Saama-Technologies-Inc/jobs/Senior-Data-Scientist-cc6d92f11642ef72?fccid=7bea505419373297&vjs=3
203,Data Scientist-CX Analytics,Citi,3.9,"['Irving, TX']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=152c15e8d2f86dbf&fccid=5bcd1ef0a7f4fb99&vjs=3
204,Data Scientist I,Bank of America,3.8,"['Pennington, NJ 08534']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=d639bf6f62871032&fccid=5bd99dfa21c8a490&vjs=3
205,Data Scientist II,Risk Solutions,3.7,"['San Diego, CA 92108 (Mission Valley East area)']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=a9795e3024af9a2b&fccid=06206ab329e0eb22&vjs=3
206,Machine Learning Data Scientist,Point Pickup,,"['Stamford, CT 06902 (South End area)']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=99e1580363c13680&fccid=dd616958bd9ddc12&vjs=3
207,Data Scientist,Resultant,,"['Indianapolis, IN']",,7 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=836191119b497d70&fccid=377b9d8e1817a140&vjs=3
208,AI/ML/Data Science Engineer,Centillion Solutions LLC,,"['Cumming, GA 30040']",,Today,2021-09-18,https://www.indeed.com/company/Centillion-Solutions-LLC/jobs/Ai-Ml-Data-Science-Engineer-d94d308ec949ae7a?fccid=39965f6bfb74fcc1&vjs=3
209,Data Scientist,University of Illinois,4.2,"['Urbana, IL']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=28bdab757f471877&fccid=b45314de4ac61844&vjs=3
210,Lead Data scientist,PayPal,3.9,"['San Jose, CA 95131 (North Valley area)']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=0f0049a986ff429f&fccid=978d9fd9799d55a8&vjs=3
211,Data Scientist,HOMER,,['New York State•Remote'],,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=027b584289daa584&fccid=04b6faee0d672032&vjs=3
212,Copy of HR Data Scientist,SK hynix,2.7,"['San Jose, CA']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=1e417be73641cbb7&fccid=c768d42da4a8840c&vjs=3
213,Enterprise Data Scientist,King County,4.0,"['Seattle, WA+1 location']","$129,979 - $164,757 a year",2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=86f4f6ff27050a24&fccid=632d2a253ffbf4f9&vjs=3
214,Senior Data Scientist,CVS Health,3.3,"['Woonsocket, RI 02895+2 locations']",,Today,2021-09-18,https://www.indeed.com/rc/clk?jk=b1d321e8ea7850c1&fccid=be3b11aa573faee7&vjs=3
215,"Software Engineer, Data Science",Klaviyo,5.0,"['Boston, MA']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=cc5da481a6f26ba1&fccid=398c4fa163ac001f&vjs=3
216,Data Scientist,HOMER,,['New York State•Remote'],,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=027b584289daa584&fccid=04b6faee0d672032&vjs=3
217,Copy of HR Data Scientist,SK hynix,2.7,"['San Jose, CA']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=1e417be73641cbb7&fccid=c768d42da4a8840c&vjs=3
218,Enterprise Data Scientist,King County,4.0,"['Seattle, WA+1 location']","$129,979 - $164,757 a year",2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=86f4f6ff27050a24&fccid=632d2a253ffbf4f9&vjs=3
219,Senior Data Scientist,CVS Health,3.3,"['Woonsocket, RI 02895+2 locations']",,Today,2021-09-18,https://www.indeed.com/rc/clk?jk=b1d321e8ea7850c1&fccid=be3b11aa573faee7&vjs=3
220,"Software Engineer, Data Science",Klaviyo,5.0,"['Boston, MA']",,3 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=cc5da481a6f26ba1&fccid=398c4fa163ac001f&vjs=3
221,Data Science Analyst I - Genetics Research (Pandey Lab),Mount Sinai,3.8,"['New York, NY']",,2 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=ebfc50e95f80c08e&fccid=c007936ceb766fe5&vjs=3
222,Digital Data Scientist,NielsenIQ,,"['Chicago, IL']",,Today,2021-09-18,https://www.indeed.com/rc/clk?jk=5ee724bf39a2893b&fccid=7cb2f2a8d7f35bee&vjs=3
223,Data Scientist,NYC Health + Hospitals,3.8,"['New York, NY 10004 (Financial District area)']","$59,508 - $120,000 a year",4 days ago,2021-09-18,https://www.indeed.com/company/NYC-Health-+-Hospitals/jobs/Data-Scientist-ddbd9ab9120282a6?fccid=8ba13cf21fd7c2de&vjs=3
224,"Data Scientist, Marketing",issuu,,"['Palo Alto, CA 94301 (Downtown North area)']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=35b9dca07ea14131&fccid=abf6d037bb5b145d&vjs=3
225,Data Scientist,Equifax,3.5,"['Atlanta, GA 30309 (Midtown area)']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=75881bbb8c13b946&fccid=34c446722f3cf576&vjs=3
226,Inventory Data Scientist,Petco,3.3,"['San Diego, CA 92127']",,1 day ago,2021-09-18,https://www.indeed.com/rc/clk?jk=cb8f160d58f26192&fccid=3bcef03e34391ca8&vjs=3
227,Data Scientist,Morgan Stanley,3.9,"['New York, NY']",,4 days ago,2021-09-18,https://www.indeed.com/rc/clk?jk=66551dcc2f820cb5&fccid=0c39fb2c91742dcf&vjs=3
